date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:25:56	40828/40828	---M--	200	added ('OK')	font/woff2	etag:%229f7c-69054403-44667d2fdfd5a984;;;%22	https://amincode.com/tm-html/flex-it/css/vendors/flaticon/flaticon.woff2?4f7700d6618cd0ef11fa9dc7cf3a6fc7	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/css/vendors/flaticon/flaticond976.woff2	(from https://amincode.com/tm-html/flex-it/css/vendors/flaticon/flaticon.css)
11:25:56	86936/86936	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2215398-69054403-c5cd0528418f80f;gz%22	https://amincode.com/tm-html/flex-it/css/vendors/flaticon/flaticon.eot?4f7700d6618cd0ef11fa9dc7cf3a6fc7	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/css/vendors/flaticon/flaticond976.eot	(from https://amincode.com/tm-html/flex-it/css/vendors/flaticon/flaticon.css)
11:25:57	117852/117852	---M--	200	added ('OK')	font/woff2	etag:%221cc5c-69054403-690ce3ae6567bd21;;;%22	https://amincode.com/tm-html/flex-it/css/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/css/webfonts/fa-brands-400.woff2	(from https://amincode.com/tm-html/flex-it/css/vendors/all.min.css)
11:25:57	209128/209128	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22330e8-69054403-613cef5595048ed;gz%22	https://amincode.com/tm-html/flex-it/css/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/css/webfonts/fa-brands-400.ttf	(from https://amincode.com/tm-html/flex-it/css/vendors/all.min.css)
11:25:57	896872/896872	---M-Z	200	added ('OK')	image/svg+xml	etag:%22daf68-69054403-e1c48a23431cba17;gz%22	https://amincode.com/tm-html/flex-it/css/vendors/flaticon/flaticon.svg?4f7700d6618cd0ef11fa9dc7cf3a6fc7	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/css/vendors/flaticon/flaticond976.svg	(from https://amincode.com/tm-html/flex-it/css/vendors/flaticon/flaticon.css)
11:25:58	25392/25392	---M--	200	added ('OK')	font/woff2	etag:%226330-69054403-d7723d6e7aed5708;;;%22	https://amincode.com/tm-html/flex-it/css/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/css/webfonts/fa-regular-400.woff2	(from https://amincode.com/tm-html/flex-it/css/vendors/all.min.css)
11:25:58	67860/67860	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2210914-69054403-137464dbaaa4cb12;gz%22	https://amincode.com/tm-html/flex-it/css/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/css/webfonts/fa-regular-400.ttf	(from https://amincode.com/tm-html/flex-it/css/vendors/all.min.css)
11:25:58	156400/156400	---M--	200	added ('OK')	font/woff2	etag:%22262f0-69054403-111c9fa75b81f861;;;%22	https://amincode.com/tm-html/flex-it/css/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/css/webfonts/fa-solid-900.woff2	(from https://amincode.com/tm-html/flex-it/css/vendors/all.min.css)
11:25:58	420332/420332	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22669ec-69054403-1346ebc9a9869d97;gz%22	https://amincode.com/tm-html/flex-it/css/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/css/webfonts/fa-solid-900.ttf	(from https://amincode.com/tm-html/flex-it/css/vendors/all.min.css)
11:25:58	4792/4792	---M--	200	added ('OK')	font/woff2	etag:%2212b8-69054403-fd0ef3d90195718d;;;%22	https://amincode.com/tm-html/flex-it/css/webfonts/fa-v4compatibility.woff2	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/css/webfonts/fa-v4compatibility.woff2	(from https://amincode.com/tm-html/flex-it/css/vendors/all.min.css)
11:25:59	10832/10832	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%222a50-69054403-ff44618ee69eb450;gz%22	https://amincode.com/tm-html/flex-it/css/webfonts/fa-v4compatibility.ttf	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/css/webfonts/fa-v4compatibility.ttf	(from https://amincode.com/tm-html/flex-it/css/vendors/all.min.css)
11:25:59	112440/112440	---M--	200	added ('OK')	font/woff2	etag:%221b738-69054403-d001618466328f8c;;;%22	https://amincode.com/tm-html/flex-it/css/vendors/bootstrap-icons-1.9.1/fonts/bootstrap-icons.woff2?8d200481aa7f02a2d63a331fc782cfaf	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/css/vendors/bootstrap-icons-1.9.1/fonts/bootstrap-iconsd862.woff2	(from https://amincode.com/tm-html/flex-it/css/vendors/bootstrap-icons-1.9.1/bootstrap-icons.css)
11:26:00	150592/150592	---M--	200	added ('OK')	application/font-woff	etag:%2224c40-69054403-bb7d55232259f588;;;%22	https://amincode.com/tm-html/flex-it/css/vendors/bootstrap-icons-1.9.1/fonts/bootstrap-icons.woff?8d200481aa7f02a2d63a331fc782cfaf	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/css/vendors/bootstrap-icons-1.9.1/fonts/bootstrap-iconsd862.woff	(from https://amincode.com/tm-html/flex-it/css/vendors/bootstrap-icons-1.9.1/bootstrap-icons.css)
11:26:00	1991/1991	---M--	200	added ('OK')	image/png	etag:%227c7-69054403-d2db242ea5b676cc;;;%22	https://amincode.com/tm-html/flex-it/assets/images/about/signature-dark.png	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/about/signature-dark.png	(from https://amincode.com/tm-html/flex-it/css/main-LTR.css)
11:26:00	2001/2001	---M--	200	added ('OK')	image/png	etag:%227d1-69054403-aff6db28bfe1cbc4;;;%22	https://amincode.com/tm-html/flex-it/assets/images/about/signature-light.png	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/about/signature-light.png	(from https://amincode.com/tm-html/flex-it/css/main-LTR.css)
11:26:00	192979/192979	---M--	200	added ('OK')	image/jpeg	etag:%222f1d3-69054403-72ada44adfbef721;;;%22	https://amincode.com/tm-html/flex-it/assets/images/hero/hero-bg-2.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/hero/hero-bg-2.jpg	(from https://amincode.com/tm-html/flex-it/)
11:26:01	146763/146763	---M--	200	added ('OK')	image/jpeg	etag:%2223d4b-69054403-51bc6e49654fd4c4;;;%22	https://amincode.com/tm-html/flex-it/assets/images/hero/hero-bg-1.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/hero/hero-bg-1.jpg	(from https://amincode.com/tm-html/flex-it/)
11:26:01	139196/139196	---M--	200	added ('OK')	image/jpeg	etag:%2221fbc-69054403-52b5a082bec5b682;;;%22	https://amincode.com/tm-html/flex-it/assets/images/hero/hero-bg-3.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/hero/hero-bg-3.jpg	(from https://amincode.com/tm-html/flex-it/)
11:26:01	61045/61045	---M--	200	added ('OK')	image/png	etag:%22ee75-69054403-19e8f258c387ea15;;;%22	https://amincode.com/tm-html/flex-it/assets/images/hero/illustration-3.png	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/hero/illustration-3.png	(from https://amincode.com/tm-html/flex-it/home-2.html)
11:26:01	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:01%20GMT	https://amincode.com/tm-html/flex-it/assets/images/hero/illustration-2.png	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/hero/illustration-2.png	(from https://amincode.com/tm-html/flex-it/home-3.html)
11:26:02	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:02%20GMT	https://amincode.com/tm-html/flex-it/assets/images/about/photo-1.png	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/about/photo-1.png	(from https://amincode.com/tm-html/flex-it/home-3.html)
11:26:02	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:02%20GMT	https://amincode.com/tm-html/flex-it/assets/images/about/photo-2.png	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/about/photo-2.png	(from https://amincode.com/tm-html/flex-it/home-3.html)
11:26:02	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:02%20GMT	https://amincode.com/tm-html/flex-it/assets/images/hero/illustration-1.png	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/hero/illustration-1.png	(from https://amincode.com/tm-html/flex-it/home-4.html)
11:26:03	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:03%20GMT	https://amincode.com/tm-html/flex-it/assets/images/hero/illustration-4.png	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/hero/illustration-4.png	(from https://amincode.com/tm-html/flex-it/home-5.html)
11:26:03	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:03%20GMT	https://amincode.com/tm-html/flex-it/css/main-RTL.css	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/css/main-RTL.css	(from https://amincode.com/tm-html/flex-it/home-rtl.html)
11:26:03	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:03%20GMT	https://amincode.com/tm-html/flex-it/assets/images/our-team/1.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/our-team/1.jpg	(from https://amincode.com/tm-html/flex-it/about-us.html)
11:26:04	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:03%20GMT	https://amincode.com/tm-html/flex-it/assets/images/our-team/2.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/our-team/2.jpg	(from https://amincode.com/tm-html/flex-it/about-us.html)
11:26:04	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:04%20GMT	https://amincode.com/tm-html/flex-it/assets/images/our-team/3.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/our-team/3.jpg	(from https://amincode.com/tm-html/flex-it/about-us.html)
11:26:04	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:04%20GMT	https://amincode.com/tm-html/flex-it/assets/images/services/service-single-featured-img.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/services/service-single-featured-img.jpg	(from https://amincode.com/tm-html/flex-it/service-single.html)
11:26:04	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:04%20GMT	https://amincode.com/tm-html/flex-it/assets/images/services/service-single-img-col-1.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/services/service-single-img-col-1.jpg	(from https://amincode.com/tm-html/flex-it/service-single.html)
11:26:04	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:04%20GMT	https://amincode.com/tm-html/flex-it/assets/images/services/service-single-img-col-2.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/services/service-single-img-col-2.jpg	(from https://amincode.com/tm-html/flex-it/service-single.html)
11:26:05	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:05%20GMT	https://amincode.com/tm-html/flex-it/assets/images/portfolio/featured-image.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/portfolio/featured-image.jpg	(from https://amincode.com/tm-html/flex-it/portfolio-single.html)
11:26:05	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:05%20GMT	https://amincode.com/tm-html/flex-it/assets/images/portfolio/seal.png	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/portfolio/seal.png	(from https://amincode.com/tm-html/flex-it/portfolio-single.html)
11:26:05	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:05%20GMT	https://amincode.com/tm-html/flex-it/assets/images/blog/post-images/4.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/blog/post-images/4.jpg	(from https://amincode.com/tm-html/flex-it/blog-home-1-col.html)
11:26:06	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:06%20GMT	https://amincode.com/tm-html/flex-it/assets/images/blog/post-images/5.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/blog/post-images/5.jpg	(from https://amincode.com/tm-html/flex-it/blog-home-1-col.html)
11:26:06	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:06%20GMT	https://amincode.com/tm-html/flex-it/assets/images/blog/post-images/6.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/blog/post-images/6.jpg	(from https://amincode.com/tm-html/flex-it/blog-home-1-col.html)
11:26:06	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:06%20GMT	https://amincode.com/tm-html/flex-it/assets/images/blog/recent-posts/1.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/blog/recent-posts/1.jpg	(from https://amincode.com/tm-html/flex-it/blog-home-1-col.html)
11:26:06	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:06%20GMT	https://amincode.com/tm-html/flex-it/assets/images/blog/recent-posts/2.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/blog/recent-posts/2.jpg	(from https://amincode.com/tm-html/flex-it/blog-home-1-col.html)
11:26:07	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:07%20GMT	https://amincode.com/tm-html/flex-it/assets/images/blog/recent-posts/3.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/blog/recent-posts/3.jpg	(from https://amincode.com/tm-html/flex-it/blog-home-1-col.html)
11:26:07	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:07%20GMT	https://amincode.com/tm-html/flex-it/assets/images/blog/recent-posts/4.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/blog/recent-posts/4.jpg	(from https://amincode.com/tm-html/flex-it/blog-home-1-col.html)
11:26:07	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:07%20GMT	https://amincode.com/tm-html/flex-it/assets/images/blog/post-images/featured-img.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/blog/post-images/featured-img.jpg	(from https://amincode.com/tm-html/flex-it/post-single.html)
11:26:08	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:07%20GMT	https://amincode.com/tm-html/flex-it/assets/images/blog/post-images/post-img.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/blog/post-images/post-img.jpg	(from https://amincode.com/tm-html/flex-it/post-single.html)
11:26:08	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:08%20GMT	https://amincode.com/tm-html/flex-it/assets/images/blog/avatars/1.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/blog/avatars/1.jpg	(from https://amincode.com/tm-html/flex-it/post-single.html)
11:26:08	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:08%20GMT	https://amincode.com/tm-html/flex-it/assets/images/blog/avatars/2.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/blog/avatars/2.jpg	(from https://amincode.com/tm-html/flex-it/post-single.html)
11:26:08	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:08%20GMT	https://amincode.com/tm-html/flex-it/assets/images/blog/avatars/3.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/blog/avatars/3.jpg	(from https://amincode.com/tm-html/flex-it/post-single.html)
11:26:08	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:08%20GMT	https://amincode.com/tm-html/flex-it/assets/images/blog/avatars/4.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/blog/avatars/4.jpg	(from https://amincode.com/tm-html/flex-it/post-single.html)
11:26:09	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:09%20GMT	https://amincode.com/tm-html/flex-it/assets/images/our-team/4.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/our-team/4.jpg	(from https://amincode.com/tm-html/flex-it/our-team.html)
11:26:09	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:09%20GMT	https://amincode.com/tm-html/flex-it/assets/images/our-team/5.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/our-team/5.jpg	(from https://amincode.com/tm-html/flex-it/our-team.html)
11:26:09	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:09%20GMT	https://amincode.com/tm-html/flex-it/assets/images/our-team/6.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/our-team/6.jpg	(from https://amincode.com/tm-html/flex-it/our-team.html)
11:26:10	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:09%20GMT	https://amincode.com/tm-html/flex-it/assets/images/our-team/7.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/our-team/7.jpg	(from https://amincode.com/tm-html/flex-it/our-team.html)
11:26:10	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:10%20GMT	https://amincode.com/tm-html/flex-it/assets/images/our-team/8.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/our-team/8.jpg	(from https://amincode.com/tm-html/flex-it/our-team.html)
11:26:10	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:10%20GMT	https://amincode.com/tm-html/flex-it/assets/images/our-team/cert-1.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/our-team/cert-1.jpg	(from https://amincode.com/tm-html/flex-it/team-member.html)
11:26:10	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Dec%202025%2005:56:10%20GMT	https://amincode.com/tm-html/flex-it/assets/images/our-team/cert-2.jpg	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/assets/images/our-team/cert-2.jpg	(from https://amincode.com/tm-html/flex-it/team-member.html)
11:26:12	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-ea487190dccd49fb;gz%22	https://amincode.com/tm-html/flex-it/e	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/e	(from https://amincode.com/tm-html/flex-it/js/vendors/swiper-bundle.min.js)
11:26:12	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-ea487190dccd49fb;gz%22	https://amincode.com/tm-html/flex-it/a.params.url	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/a.params.url	(from https://amincode.com/tm-html/flex-it/js/vendors/swiper-bundle.min.js)
11:26:12	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-ea487190dccd49fb;gz%22	https://amincode.com/tm-html/flex-it/GET	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/GET	(from https://amincode.com/tm-html/flex-it/js/vendors/particles.min.js)
11:26:13	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-ea487190dccd49fb;gz%22	https://amincode.com/tm-html/flex-it/Error%20pJS%20-%20No%20image.src	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/Error%20pJS%20-%20No%20image.src	(from https://amincode.com/tm-html/flex-it/js/vendors/particles.min.js)
11:26:13	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-ea487190dccd49fb;gz%22	https://amincode.com/tm-html/flex-it/${$(this	C:/My%20Web%20Sites/mi-video%20theme/amincode.com/tm-html/flex-it/${$(this	(from https://amincode.com/tm-html/flex-it/js/main.js)
